,text,title
1493,能帮我看一下这个月的1号是农历哪天吗,Calendar-Query
1494,山西卫视的天气预报什么时候进行啊帮我看下,TVProgram-Play
1495,打开音响，播放一首纯音乐,HomeAppliance-Control
1496,查找国产动漫罗小黑战记,Video-Play
1497,立即查查XA9311航班还有没有票,Travel-Query
1498,我要一直单曲循环冰柜,Music-Play
1499,给我放一下袁隆平的纪录片吧,Video-Play
1500,放一下五月天演唱会唱歌的视频,Video-Play
1501,查询一下成都飞上海的机票还有吗,Travel-Query
1502,那你和凌潇肃会在一起吗,Other
1503,岳云鹏主演的喜剧片煎饼侠开始放,FilmTele-Play
1504,东京奥运会在明年几月份举行,Video-Play
1505,北京舒馨园清洗保洁公司,Travel-Query
1506,报一下是否沈阳开往上海的普快进站了,Travel-Query
1507,播放一下托尔斯泰的小说复活英文版,Audio-Play
1508,回放前天凌晨两点零五分播放的我最爱的电视剧七十二家房客吧,Video-Play
1509,不过在大家的连番追问下邓超还是透露了一点点内容,FilmTele-Play
1510,有没有曹盾导演的古装剧播放一个啊,FilmTele-Play
1511,设置6:50和6:55的闹钟,Alarm-Update
1512,好几个台都在播安妮海盗和阿诺机长呢帮我找一下,FilmTele-Play
1513,江苏卫视的时代问答帮我重新再放一次,Radio-Listen
1514,南昌都市的非乐不可啥时候播放啊帮我看下,TVProgram-Play
1515,我为不严谨而道歉但这不会影响到我今后发言的直率,Other
1516,明天要去浙江出差，那边天气多少度？,Weather-Query
1517,超级想看黄晓明出演的烈火英雄,FilmTele-Play
1518,帮我定一个明天晚上8点辅导孩子写作业的闹钟。,Alarm-Update
1519,星期几是儿童节,Calendar-Query
1520,附近有没有什么好玩儿的,Travel-Query
1521,11号到16号永康天气怎么样,Weather-Query
1522,9点29在北京卫视播出的上午剧场:奔腾年代(30)再回放一遍,TVProgram-Play
1523,告诉我这个月的农历16是多少号,Calendar-Query
1524,作者是引路星的广播剧播放一个给我,Audio-Play
1525,广播剧杀破狼的主题曲帮我播放,Music-Play
1526,昨天9点30在中央9套播出的跨过鸭绿江帮我放一下,TVProgram-Play
1527,打开高德我要去竞秀公园,Travel-Query
1528,让他一夜之间从武行变成金马奖最佳新人,FilmTele-Play
1529,帮我播放岳云鹏和孙悦的对口相声,Audio-Play
1530,怎么把空调调低点 温度调低,HomeAppliance-Control
1531,给我找一个美国去年上线的动作大片,FilmTele-Play
1532,我需要你播放一个日本的推理类电影呢,FilmTele-Play
1533,孩子们爱看密室大逃脱游戏类节目搜一下吧,FilmTele-Play
1534,昨晚居然睡着了回放广州竞赛今天零点的体坛点击吧,Video-Play
1535,今年的元旦是农历的几号,Calendar-Query
1536,你真的电话号码是多少,Calendar-Query
1537,放浙江卫视6点20播出的今日聚焦,TVProgram-Play
1538,下午3点开始的女子双打乒乓球赛现场准备花絮可以看看吗,Video-Play
1539,这个空调风好大 调低些,HomeAppliance-Control
1540,找到一个日本的今年出的偶像剧看看呢,FilmTele-Play
1541,查一下2月19号是星期几,Calendar-Query
1542,想接着听魔法公主的第二章,Music-Play
1543,给我看一个2009年的香港电影可以吗，不要现代的,FilmTele-Play
1544,是不是能来一个频率是一零四点五的云梦交通音乐台呢,Radio-Listen
1545,科教台播出的健康之路-2021-146回放一下,TVProgram-Play
1546,光棍节儿快乐光棍节儿快乐,Radio-Listen
1547,郑州教育的信息时代今天六点播放么帮我看下,TVProgram-Play
1548,我想骑车去大慈阁小区帮我看看怎么走,Travel-Query
1549,你是不是能播放一下REVISIT里的歌曲呢,Music-Play
1550,生而为人这首歌是小明的最爱，帮我下一首播放,Music-Play
1551,请续播言情小说天才医生的第五章,FilmTele-Play
1552,我现在要听英文版的灰姑娘的故事,Audio-Play
1553,其实不必问这么多所有答案本人都很清楚,Other
1554,绵阳明天空气质量怎么样,Weather-Query
1555,福州飞往洛杉矶的航班是不是明天有票,Travel-Query
1556,今天的贵州天气预报准备播了吗帮我看下,TVProgram-Play
1557,2000年庞龙唱的歌来一首可以吗,Music-Play
1558,湿度改成百分之80卧室空调的,HomeAppliance-Control
1559,放杜牧的秋夕来给我听一下,Audio-Play
1560,李宇春超级女声夺冠的那段唱歌视频还能找到不，我想看看,Video-Play
1561,我要听现在播的下班超有料就在保定经济广播,Radio-Listen
1562,我想看使徒行者给我找一下影视连续剧版的,FilmTele-Play
1563,未来若真的设置赌场可能不考虑至澎湖拍片了,Other
1564,将今天下午3点多发邮件的提醒设置一下。,Alarm-Update
1565,找一下怎么坐车去农业银行,Travel-Query
1566,找到动漫画江湖之不良人的第1季按列表播放,FilmTele-Play
1567,帮我播放杨幂黄子韬演的谈判官,FilmTele-Play
1568,冰箱变温抽屉的苹果放了多少天了呢,HomeAppliance-Control
1569,听说中国梦在电视上播呢帮我搜索一下,Video-Play
1570,播放一下春三月啊乡村音乐的那个,FilmTele-Play
1571,快点给我查查还有去湖南哪里的动词,Travel-Query
1572,周末特供2021-316的节目回看一下,Video-Play
1573,主人公穿越的有声小说随便播一个吧,Audio-Play
1574,给我打开我体育频道正在播放的节目,TVProgram-Play
1575,开车自动开启陕西秦腔广播的音乐发烧友听歌,Radio-Listen
1576,导航到聚缘精品店的路,Travel-Query
1577,请循环播放后羿射日这个小故事,Audio-Play
1578,现在就播放一下古筝版的十面埋伏呢,Music-Play
1579,宁夏奥德电子商贸有限公司石嘴山安防系统工程分公司金牌联盟,Video-Play
1580,今年播出的热巴的剧长歌行播放给我看看,FilmTele-Play
1581,播放CCTV1正在直播的绝密使命,TVProgram-Play
1582,羊城晚报是什么让你离开又为什么会回来,Other
1583,我的这个号码为啥能接不能打这是什么原因,Other
1584,今天赵小棠为喻言庆生的视频能找到吗,Video-Play
1585,那你可以直接坐车到PGP啊我一会看看蚊子哥和包子去不去,FilmTele-Play
1586,海淀今天刮得是北风吗,Weather-Query
1587,再放一首小田音乐社的沈园外,Music-Play
1588,能给调到中国之声吧听听新闻联播,Radio-Listen
1589,周二上午十点会下雨吗？,Weather-Query
1590,音乐类的荆州电台音乐频道可以收听一个不,Radio-Listen
1591,会长我不想干了累死了你找个人来帮我吧,Other
1592,查下日历前天是哪个节日呢,Calendar-Query
1593,把空调风速调大十格,HomeAppliance-Control
1594,你失败下既然没吃过哈哈吃了你就会觉得大马的是人间美味啊,Other
1595,请帮我删除4月1号去参加讲座的备忘录,Alarm-Update
1596,我要听陈力的葬花吟,Music-Play
1597,陈冰晶主持的都市之声现在就播放一下可以吗,Radio-Listen
1598,放一个孟郊的游子吟来给大家听吧,Music-Play
1599,宫斗重生有声漫画播一个给我,Other
1600,现在开车去北京火车站的最快路线,Travel-Query
1601,想去放风筝，贵阳明天能放不,Weather-Query
1602,农历的哪天是15号,Calendar-Query
1603,播放104点2蚌埠经济广播电台,Radio-Listen
1604,帮我换台到电视八点播出的电视剧爆射遁甲我想看下,TVProgram-Play
1605,请给我播放2017年美国电视剧球手们第三季预告片,Video-Play
1606,快查查上海始发的飞机是8点的吗,Travel-Query
1607,今晚二十点安徽影视会播放什么类型的电视剧帮我看下,TVProgram-Play
1608,帮我订一张最快飞重庆的商务舱,Travel-Query
1609,请柬还提醒宾客要注意保暖防寒并提供红景天等抗高原反应药品,Alarm-Update
1610,从济南到北京坐哪趟火车,Travel-Query
1611,可以不可以把风扇风速调为2档,HomeAppliance-Control
1612,洗碗机的清洗力度调大一点吧,HomeAppliance-Control
1613,看看13点有珠海始发去汕尾的汽车不,Travel-Query
1614,查看一下2021年5月24的晚间新闻视频,Video-Play
1615,让家里的智能台灯亮一点儿,HomeAppliance-Control
1616,广东人民广播电台FM99点3的给我调过去,Radio-Listen
1617,把卧室的除湿机湿度降到三十度,HomeAppliance-Control
1618,赵本山告诫小沈阳千万别离婚,FilmTele-Play
1619,设置下午1点半午休的闹钟,Alarm-Update
1620,顺序播放一下汪苏泷的歌曲可以吗,Music-Play
1621,随便找个生活台就听FM99点6的周末动起来吧,Radio-Listen
1622,回放2018年刺激战场城市联赛的视频,Video-Play
1623,我要听FM107.8的怀旧好声音电台,Radio-Listen
1624,人民广播电台给我拨一下要听王建立的节目,Radio-Listen
1625,5月18日城市有什么节目播放吗？帮我看下,TVProgram-Play
1626,朝闻天下5月1的视频再播放一遍,Video-Play
1627,主持人常贵田大声感慨亲情最可贵,Radio-Listen
1628,父亲节是5月的几号,Calendar-Query
1629,请不要将15点的闹钟修改成17点,Alarm-Update
1630,播一下李煜的虞美人来听,Music-Play
1631,调至最大空调风速,HomeAppliance-Control
1632,金姬和银姬的命运上世纪七零年代在中国上映时曾轰动一时,FilmTele-Play
1633,2:55你能不能提醒我上小米直播,Alarm-Update
1634,开启空调的静音模式好吗,HomeAppliance-Control
1635,放频率是一零四点五的跑火车电台,Radio-Listen
1636,我要听郎朗的钢琴曲可以吗,Music-Play
1637,播放推理类型的广播剧听听吧,FilmTele-Play
1638,查看国防军事频道破阵的往期视频,Video-Play
1639,HUAWEI Mate 40 Pro的开箱视频找一下,Video-Play
1640,去长城公司的路有几条,Travel-Query
1641,查找电影我喜欢你花絮,Video-Play
1642,查询去哈尔滨的机票还有吗,Travel-Query
1643,我想听东郭先生和狼的故事,Audio-Play
1644,李雨儿并不是传说中的朱丽倩表妹她是湖南妹子,FilmTele-Play
1645,来一个频率是一零三点三的黄石交通音乐台可以吗,Radio-Listen
1646,重播7点37钻石剧场你迟到的许多年,TVProgram-Play
1647,就是迪丽热巴演的那个古装剧，播放一下第32集,FilmTele-Play
1648,设定后天上午10点洗奶瓶,Alarm-Update
1649,正月16是星期几,Calendar-Query
1650,立即查询礼拜几是7月的15日,Calendar-Query
1651,麻烦播放张云龙和乔欣演的趁我们还年轻按列表放,FilmTele-Play
1652,我想看中国动漫刺客伍六七主人公剪辑版,Video-Play
1653,由吾恩演唱的人间纵我快帮我播一下,Radio-Listen
1654,现在请给我放著名小说追忆逝水年华俄语版的,Audio-Play
1655,能把戏剧类电台海上戏剧给我播放一下吗,Radio-Listen
1656,删除明天11:10的闹铃,Alarm-Update
1657,回放湖南卫视昨天的新闻大求真,Video-Play
1658,快点儿关上水浸传感器啊,HomeAppliance-Control
1659,张若昀演的庆余年影视版给我播放,FilmTele-Play
1660,阿斩钉截铁否认传闻而阿娇则说工作未安排到这么远,FilmTele-Play
1661,香港电台第一台的频率是FM93.5,Radio-Listen
1662,播放玄幻类型的广播剧听听吧,FilmTele-Play
1663,9号和10号的提醒不需要了,Alarm-Update
1664,陈琳的母亲当时被沈永革操刀的追思会的虚情假意给蒙蔽了,FilmTele-Play
1665,重播昨天的体育赛事,Video-Play
1666,郭麒麟和宋轶演的赘婿给我放一下,Audio-Play
1667,最后哪怕在一夜暴富的情况下也没有失掉自我,Other
1668,找一部最热门的国漫随便哪个都行,Video-Play
1669,这次再冲击金狮奖杜琪峰仍对此行表示期待,FilmTele-Play
1670,大后天是农历几月初几呢,Calendar-Query
1671,前天看的美国电影继续播吧,FilmTele-Play
1672,星期三会刮大风吗？,Weather-Query
1673,我想观看宫崎骏的龙猫。,FilmTele-Play
1674,3月5号2点的提醒取消,Alarm-Update
1675,能不能将5月20号的备忘录删除然后新建一个3月10号的备忘录,Alarm-Update
1676,今天还有县城到东莞的汽车票吗,Travel-Query
1677,大家明天千万记得带护照晚安,Alarm-Update
1678,设置一个6号上午8点带孩子去游乐场的闹钟。,Alarm-Update
1679,请问一下圣诞节是星期几,Calendar-Query
1680,17号请记得帮我建立提醒关闭系统,Alarm-Update
1681,要出去一趟，帮我把风扇关掉吧,HomeAppliance-Control
1682,能找一个91年拍摄的喜剧看一会吗,FilmTele-Play
1683,帮我调到吉林生活我想看看有什么有趣的生活节目,Radio-Listen
1684,当记者问道此事之后有没有跟阿忆试图联系沟通,Weather-Query
1685,刀客家族的女人是在湖南卫视国际播放的吗帮我看下,FilmTele-Play
1686,下周星期二是母亲节吗？,Weather-Query
1687,今天有军事新闻吗，放来看看,Video-Play
1688,明天南京会不会下雨呢,Weather-Query
1689,宰执天下的有声小说听起来很一般,Audio-Play
1690,南方周末迄今为止你的电影故事没有晚于一九八零年的这是为什么,FilmTele-Play
1691,现在请收听中国之声，望远主持的,Radio-Listen
1692,我想播放美国出版罗马假日。,FilmTele-Play
1693,能不能给我来一个大陆喜剧飞驰人生,FilmTele-Play
1694,快速打开江苏公共新闻的奇趣大自然。,Radio-Listen
1695,提醒我和朋友一起去看电影在20号的时候,Alarm-Update
1696,而受无线力捧的林峰在当时的价位并不如外传有薪价过百万,FilmTele-Play
1697,坐公交如何去北京故宫啊,Travel-Query
1698,三个多小时的节目动情点笑点不多让人记住的好节目几乎没有,Radio-Listen
1699,频率是九七点二的阳江电台现在给我收听一个行不行呢,Radio-Listen
1700,靳羽西表示这些都是过去的事当初不是我做主席,Other
1701,你今天要把衣服洗了，我把洗衣机打开,HomeAppliance-Control
1702,农历的皮卡丘节是哪天,Calendar-Query
1703,快帮我回放湖南卫视5月27上午播出的我是大美人,TVProgram-Play
1704,昨晚记者联系到苏有朋的助理郝女士,Radio-Listen
1705,我要听英文朗读的望岳,Music-Play
1706,但对于这件事本身我却并没有感悟,Other
1707,帮忙把7月10号的提醒改到1月3号提醒,Alarm-Update
1708,能不能查询然后订三张明天早上大连飞成都的机票,Travel-Query
1709,给我找出姜广涛和袁铭喆合作的广播剧听听,Audio-Play
1710,山东卫视播完问政山东后会播放什么节目帮我看下,TVProgram-Play
1711,放一个萧鼎的网文玄幻的,Music-Play
1712,能否让我知道农历3月初3是哪天,Calendar-Query
1713,不知道还能不能找到冯巩和牛群演的小偷公司小品吗想看一下,Video-Play
1714,2021MSI比赛电视有直播吗快看看,Video-Play
1715,给小朋友讲一个画饼充饥的故事来听,Audio-Play
1716,如果我现在要去兰州下来办事能给我提供哪些宿食方便,Travel-Query
1717,查下通化6号的平均气温,Weather-Query
1718,我想随机播放一首80年代的英文歌曲,Music-Play
1719,搜索社会与法频道播出的法律大讲堂往期视频,TVProgram-Play
1720,明早6:40的时候，请叫我不要播放音乐,Alarm-Update
1721,请播放法语版的茶花女,Music-Play
1722,右腿绿色卡特彼勒七七三型号自动倾卸卡车,HomeAppliance-Control
1723,成奎安四代都住香港南围,Other
1724,给我放个小品吧就2021年贾玲和张小斐演的一波三折来看看,Video-Play
1725,将卫生间的灯关上行吧,HomeAppliance-Control
1726,报一下什么节日是11月11日啊,Calendar-Query
1727,今年的春节是什么时候,Calendar-Query
1728,青年下午茶是不是在合肥频道播放的，看一下,TVProgram-Play
1729,那么两人之间到底是什么关系,Calendar-Query
1730,帮我看看5月4日是星期几,Calendar-Query
1731,广州今天可能会下雨吗,Weather-Query
1732,查询明天六点台北有雨吗,Weather-Query
1733,江苏省泰兴市七圩镇朱张云的基本信息,Radio-Listen
1734,快点找出来电视剧西游记里的沙僧cut视频,Video-Play
1735,播放一人之下这部内地和日本共同出品的电视剧。,FilmTele-Play
1736,中央3套播出的综艺喜乐汇帮我预约播出一下,TVProgram-Play
1737,广西卫视现在播放的是广西新闻吗帮我看下,TVProgram-Play
1738,赶快给我查询一下开往广州的动车哪天有呀,Travel-Query
1739,5点有青岛始发到济南的动车吗,Travel-Query
1740,查询丽江的穿衣指数是多少,Weather-Query
1741,上午八点的合肥经济新闻联播啥时候有回放啊，好像看耶,Radio-Listen
1742,请问作文题目是教养的芬芳文体不限的作文怎么下笔,Travel-Query
1743,什么时候会降温,Weather-Query
1744,首先他是孝子心疼他妈妈疼,FilmTele-Play
1745,开始打开我的空调冷气,HomeAppliance-Control
1746,而车永莉扮演的翠玉则是很讨巧的角色,Music-Play
1747,明天晚上7点回老家帮我定一下吧。,Alarm-Update
1748,阿陈伟霆公开恋情公开亮相图,Other
1749,我想听一下冯巩的小品返乡,Video-Play
1750,让我知道农历12月1是礼拜几呢,Calendar-Query
1751,能随机播放一下纯音乐吗,Music-Play
1752,给我放一下闻人听书的虞兮叹,Music-Play
1753,他笑说漂亮是最重要的,FilmTele-Play
1754,中央台生活类的节目随便来一个可以吗,Radio-Listen
1755,请在2分钟后告诉我11月5日是星期几,Calendar-Query
1756,动我钓鱼岛血洗你东京,Other
1757,湖州现在昼夜温差大不大几度啊,Weather-Query
1758,播放河北二的都市侃房,Radio-Listen
1759,请找有关邓超的综艺,Video-Play
1760,重庆下过冰雹吗,Weather-Query
1761,只不过有的人却演的很假,Music-Play
1762,继续播放一下刚才看的言情剧可以吗,FilmTele-Play
1763,帮我打开电风扇。,HomeAppliance-Control
1764,给我放一个郭德纲的搞笑相声听,Audio-Play
1765,萨噶达瓦节是星期几,Calendar-Query
1766,日本拍的恐怖片给我找一个看看,FilmTele-Play
1767,你帮我增加一个下周一凌晨一点的闹钟,Alarm-Update
1768,放一首利益诗词江南曲来听吧,Audio-Play
1769,我要查询一下发往揭阳的大巴明天有没有票,Travel-Query
1770,帮我播一下路知行和魏超合作的广播剧,Audio-Play
1771,游戏频道正播穿越火线cf直播快看下,TVProgram-Play
1772,我还是觉得收听FM107.8的怀旧好声音电台吧,Radio-Listen
1773,给放一下上海人民广播电台的节目,Radio-Listen
1774,给我找出景向谁依和羊仔合作的广播剧听听,Audio-Play
1775,播一下郭德纲于谦的相声兄弟情长给儿子听,Audio-Play
1776,来一首欢乐一点的西班牙语歌曲吧,Music-Play
1777,我想听一些言情小说帮我找一个播放量最高的,Music-Play
1778,景甜献唱美女老板主题曲韩国制作人打造,Music-Play
1779,给我开启洗碗机,HomeAppliance-Control
1780,帮我重播昨天体育频道有个节目叫说唱CBA特别好玩,Video-Play
1781,查询明天江西气温如何,Weather-Query
1782,帮我把客厅空调打开吧,HomeAppliance-Control
1783,郑州时政啥时候有直通政务帮我看下,Travel-Query
1784,重复播放一下2016年特朗普竞选总统的视频,Video-Play
1785,西安到济南的火车票查询,Travel-Query
1786,能否告诉我去荆门的客车是几点的呀,Travel-Query
1787,取消我所有的提醒，包括5号和15号,Alarm-Update
1788,有没有盗墓的有声漫画啊我想听,Video-Play
1789,现在下午五点了，快看看那个台是不是影视推荐快开始了,Radio-Listen
1790,给我回放2012年张学友的演唱会视频,Video-Play
1791,继续播放一下张国立的那个古装剧,FilmTele-Play
1792,齐天这首歌我要听华晨宇唱的,Music-Play
1793,嗯我会的你们要你们好好的呦下次送好吃的给你们哦,FilmTele-Play
1794,最高人气的爵士乐来一首可以吗,Music-Play
1795,因为他们是明星最信任的人,Other
1796,我要听科洛迪的木偶奇遇记法文版的,Music-Play
1797,就连齐秦也是一两年才打通电话问候一下,Other
1798,把空调风速减小到百分之60,HomeAppliance-Control
1799,报一下现在空调的温度吧,HomeAppliance-Control
1800,请用英文放国王与鹤这个故事,Audio-Play
1801,帮我记一下后天6点去我哥哥家,Alarm-Update
1802,请循环放一下聪明的小乌龟这个故事吧,Audio-Play
1803,打开日历查询一下农历9月12是11月5日还是11月6日啊,Calendar-Query
1804,麻烦给我播放郭德纲的单口相声,Audio-Play
1805,重复收听频率是九零点七的江阴交通广播电台,Radio-Listen
1806,告诉我知道元宵节是星期几啊,Calendar-Query
1807,徐静蕾没有底线法律就是我的底线,FilmTele-Play
1808,几月几号是青年节,Calendar-Query
1809,新闻360中午接近十二点的时候播了吗帮我看下,TVProgram-Play
1810,关闭掉灯光的日间模式,HomeAppliance-Control
1811,换了人间-（四套）-16/40正在CCTV4直播观看一下吧,TVProgram-Play
1812,翡翠白玉青玉玛瑙釉玉黄蜡石哪种玉最好怎样区别,FilmTele-Play
1813,我想取消5月7号走亲戚的这个提醒 ,Alarm-Update
1814,我想要看2009年上映的探索自然地理的国外纪录片自然界大事件,Video-Play
1815,前天的农历是多少,Calendar-Query
1816,我需要看一个曹盾导的悬疑剧呢,FilmTele-Play
1817,你的字写的太难看了要好好练习,Other
1818,播放412集怜可兄弟的相关视频,Video-Play
1819,放一个朗读的送别，不是那个歌，王维的诗,Music-Play
1820,而老徐也默认已有男朋友但并不是传言中的生意人,FilmTele-Play
1821,郭涛产量惊人水平参差,FilmTele-Play
1822,悬崖是不是在CCTV8播出已经播放到第几集了，我想看,TVProgram-Play
1823,蝙蝠侠前传暗夜骑士最快也要等到九月才能上映,FilmTele-Play
1824,播放摇滚版挪威森林,Music-Play
1825,在此我们也代表汪峰再次感谢广大歌迷对他的关心,FilmTele-Play
1826,周蕙勇闯槟榔摊买提神液黄义达任新单曲制作人,Music-Play
1827,幸亏被同屋女孩及时发现紧急送往医院抢救目前还在昏迷中,FilmTele-Play
1828,明天还去社保局不来的话提前给我发信息,Alarm-Update
1829,我活得好陈琳在九泉之下才放得下心,FilmTele-Play
1830,西班牙语言的歌曲随机播放一个呗,Music-Play
1831,能把骑车去步行街的线路告诉我吗,Travel-Query
1832,去桂林可以乘高铁吗？,Travel-Query
1833,把热水器打开,HomeAppliance-Control
1834,播放美国动作电影速度与激情2,FilmTele-Play
1835,我想看童蕾在6月15日拍摄都市丽人的花絮视频,Video-Play
1836,快点打开日历查看9月15日和9月6日哪天是星期日,Calendar-Query
1837,杭州上月有下雪吗,Weather-Query
1838,找到FM107点7听男人广播,Radio-Listen
1839,立马给我建一个备忘录12月30号跟男朋友去逛街,Alarm-Update
1840,林依晨被曝将息影跟随男友赴美充电,FilmTele-Play
1841,推送下元宵节当天教育的经典节目,Alarm-Update
1842,搞个搞笑的剧武林外传可以播放一下吗,FilmTele-Play
1843,儿童节是什么时候呀,Calendar-Query
1844,我要了解雄安近一个月的气温升降变化,Weather-Query
1845,有点儿想看过年七天乐给我回放一下,Video-Play
1846,帮我播一下阿春主役的广播剧,FilmTele-Play
1847,冰箱冷藏室的温度调到零下十度,HomeAppliance-Control
1848,查询上月唐山下大雨了吗,Weather-Query
1849,听说觉醒年代播了帮我调下台找找那个节目,FilmTele-Play
1850,邓萃雯欲在内地找老公米雪称太忙没时间结婚,FilmTele-Play
1851,让我知道9点有哈尔滨去沈阳的火车吗,Travel-Query
1852,麻烦帮我接着放长相守,FilmTele-Play
1853,我给家里打电话了没什么事谢谢你的关心,Other
1854,请问我下午订的杭州去武汉的飞机票何时能送到手,Travel-Query
1855,如此人物设置自然就少不了黄瑶萱与各种外国人打交道的戏份,FilmTele-Play
1856,查一下六一儿童节是周几,Calendar-Query
1857,这周的周一提醒我要去交物业费,Alarm-Update
1858,潘粤明心目中的好父亲,Music-Play
1859,羊仔配音的广播剧随便给我播放一个,Audio-Play
1860,下午六点山东体育在播放什么节目,Radio-Listen
1861,你能现在就播放下美国电影阿甘正传吗,FilmTele-Play
1862,初恋这件小事花样美男抢韩星风光,FilmTele-Play
1863,找一下到天津西站的路线,Travel-Query
1864,能调到河南国际查看今天有什么吸引人的节目吗,Radio-Listen
1865,有声小说竞技女孩给我播一下,Audio-Play
1866,快查查2017年端午节是周几,Calendar-Query
1867,给我找到乌鲁木齐维语广播的听众点播,Radio-Listen
1868,能否帮我打开杨超越在创造营101跳舞的合辑视频,Video-Play
1869,帮我设定晚上10点洗漱的闹钟,Alarm-Update
1870,请收听频率是九二点四的高邮电台,Radio-Listen
1871,请播南光的中央人民广播电台银河台,Radio-Listen
1872,在6点03播出的军事纪实-2021-103回放一下吧,TVProgram-Play
1873,明天晚上8点追韩剧的行程帮我定一下。,Alarm-Update
1874,可以给我放一下2020年抖音最火爆的古典音乐吗,Music-Play
1875,帮我播一下黑龙江广播电台天天说新闻,Radio-Listen
1876,我正在收听中国之声的新闻,Radio-Listen
1877,CCTV空中剧院-2021-46 京剧《王宝钏》访谈往期视频回看一下,Video-Play
1878,帮我定一个周五晚上7点做饭的闹钟。,Alarm-Update
1879,等会提醒我去找忠玉,Alarm-Update
1880,呵呵我班主任给我说了好长时间了我一直没写好,HomeAppliance-Control
1881,请给我播放纪录片城市梦的第二集,Video-Play
1882,张柏芝怒斥弃养母亲传闻图,Music-Play
1883,我想听一首2020年的古风音乐呢,Music-Play
1884,美国动漫汪汪队立大功有小片段播放吗,Video-Play
1885,找到钟汉良和谭松韵主演的锦心似玉并播放,FilmTele-Play
1886,请用英语讲骑鹅旅行记这个故事,Audio-Play
1887,不过不能用比捐来掩饰诈捐,Music-Play
1888,随便给找一个连载的国漫看,Video-Play
1889,放一下从军行这首诗给大家听,Audio-Play
1890,告诉我后天陇西有雨吗,Weather-Query
1891,我也想知道你到底喜不喜欢,Other
1892,请问你们班毕业生党员人数,FilmTele-Play
1893,播一个刘琮配音的刑侦破案广播剧,Audio-Play
1894,最佳技术成就奖怪兽的视觉效果,FilmTele-Play
1895,姜广涛和路知行配音的铜钱龛世帮我播放一下,Audio-Play
1896,1点5倍速放苏有朋张娜拉演的喜剧刁蛮公主,FilmTele-Play
1897,正月十五和八月十五两天之中有没有元宵节啊,Calendar-Query
1898,明天三点他的火车就差不多到重庆了,Travel-Query
1899,想知道明天新疆的日落时间,Weather-Query
1900,续播一世独尊的三十章,FilmTele-Play
1901,播一下早上九点有个台播的养生堂,FilmTele-Play
1902,伴随儿子一起出席活动的郎妈收到了全场热烈的掌声,Video-Play
1903,帮我把电饭煲开启保温模式吧,HomeAppliance-Control
1904,1分钟后我想要了解农历8月初3是哪天,Calendar-Query
1905,立刻播放全世界只想你来爱我张国荣唱的,Music-Play
1906,这个辽宁鞍山怎么走啊,Travel-Query
1907,麻烦你查一下2018年中秋节是星期几,Calendar-Query
1908,可以告诉我下冷冻室的饺子存放了多久了吗,HomeAppliance-Control
1909,听与你同行在保定交通广播,Radio-Listen
1910,请帮我空调温度调成26吧温度太高,HomeAppliance-Control
1911,而且因为这次这么多人都在一起所以也比之前更加好玩哦,Other
1912,山东文旅频的直播乐拍电视购物一会儿播放下,Video-Play
1913,慢慢适应哦那俩人怎么样,Other
1914,播放一个小沈阳最搞笑的小品来听一下,Audio-Play
1915,生活大调查大概在八点开播第五集么帮我看下,Video-Play
1916,刘德华也写得一手好书法还不时即兴挥毫作慈善拍卖,Other
1917,帮我找杨硕和潘之琳演的绿水青山带笑颜,FilmTele-Play
1918,播放张信哲梦想里的太爱你,Music-Play
1919,我要听清漪主播的节目在四川新闻广播,Radio-Listen
1920,儿童节是在星期几,Calendar-Query
1921,2015年的胡歌和靳东主演的电视剧伪装者可以播放一下不,FilmTele-Play
1922,二十分钟后关闭铃声多多你别忘了提醒我哈,Alarm-Update
1923,向往的生活真人秀给我搜一下,Video-Play
1924,小空调风速百分之20,HomeAppliance-Control
1925,组图梁静茹歌会被彩泡呛到明年一月发新专辑,FilmTele-Play
1926,马上给我播放诛仙前传第五章,FilmTele-Play
1927,请给我播一下小说在人间的法语版,Audio-Play
1928,故事内容横跨大半世纪浓情血脉尽显华人本色,Audio-Play
1929,持续播放华山气温情况,Weather-Query
1930,一会有空帮我查查今天的日期是多少号,Calendar-Query
1931,骑车怎么去天坛告诉我一下呗,Travel-Query
1932,把你拉出来晒晒太阳吧我陪你阳光很好生活是要幸福健康,Other
1933,随机给我来一首放空里的音乐可以吗,Music-Play
1934,作者是耳雅的广播剧播放一个给我,Audio-Play
1935,给我续播一下张爱玲的半生缘第五章,FilmTele-Play
1936,怎么开车去固始县,Travel-Query
1937,本市是否只有一个本手机号,FilmTele-Play
1938,立刻马上告诉我今天是哪个节假日,Calendar-Query
1939,麻烦你告诉我自驾车去青海的路线是怎么走的,Travel-Query
1940,明天上午是晴天不？,Weather-Query
1941,我饿了帮我打电话叫外卖,Other
1942,打开空调的冷风，调至22度,HomeAppliance-Control
1943,给我儿子讲个英文故事好吗,Video-Play
1944,劳动节那天，江苏卫视有什么吸引人的节目吗帮我看下,TVProgram-Play
1945,后天邢台会下雨吗,Weather-Query
1946,5月1日的济南新闻帮我回放下吧,Video-Play
1947,立刻告诉我去往黄石的磁悬浮列车是11点的吗,Travel-Query
1948,斗罗大陆在腾讯视频上一共有多少集,FilmTele-Play
1949,播放凤凰传奇版的海底,Music-Play
1950,能给我来一个频率是一零四点五的东广新闻台给我听吗,Radio-Listen
1951,放一下杜甫的春望英文版,Music-Play
