text,title
回放前天凌晨两点零五分播放的我最爱的电视剧七十二家房客吧,HomeAppliance-Control
不过在大家的连番追问下邓超还是透露了一点点内容,Video-Play
有没有曹盾导演的古装剧播放一个啊,Radio-Listen
设置6:50和6:55的闹钟,Music-Play
好几个台都在播安妮海盗和阿诺机长呢帮我找一下,Alarm-Update
江苏卫视的时代问答帮我重新再放一次,HomeAppliance-Control
南昌都市的非乐不可啥时候播放啊帮我看下,Radio-Listen
我为不严谨而道歉但这不会影响到我今后发言的直率,Audio-Play
明天要去浙江出差，那边天气多少度？,Alarm-Update
超级想看黄晓明出演的烈火英雄,FilmTele-Play
帮我定一个明天晚上8点辅导孩子写作业的闹钟。,Video-Play
星期几是儿童节,Travel-Query
附近有没有什么好玩儿的,Audio-Play
11号到16号永康天气怎么样,Audio-Play
9点29在北京卫视播出的上午剧场:奔腾年代(30)再回放一遍,HomeAppliance-Control
告诉我这个月的农历16是多少号,Weather-Query
作者是引路星的广播剧播放一个给我,Music-Play
广播剧杀破狼的主题曲帮我播放,Audio-Play
昨天9点30在中央9套播出的跨过鸭绿江帮我放一下,HomeAppliance-Control
打开高德我要去竞秀公园,Alarm-Update
让他一夜之间从武行变成金马奖最佳新人,Music-Play
帮我播放岳云鹏和孙悦的对口相声,TVProgram-Play
怎么把空调调低点 温度调低,Music-Play
给我找一个美国去年上线的动作大片,HomeAppliance-Control
我需要你播放一个日本的推理类电影呢,Audio-Play
孩子们爱看密室大逃脱游戏类节目搜一下吧,Music-Play
昨晚居然睡着了回放广州竞赛今天零点的体坛点击吧,Other
今年的元旦是农历的几号,Music-Play
你真的电话号码是多少,FilmTele-Play
放浙江卫视6点20播出的今日聚焦,Music-Play
下午3点开始的女子双打乒乓球赛现场准备花絮可以看看吗,Audio-Play
这个空调风好大 调低些,Video-Play
找到一个日本的今年出的偶像剧看看呢,HomeAppliance-Control
查一下2月19号是星期几,TVProgram-Play
想接着听魔法公主的第二章,Music-Play
给我看一个2009年的香港电影可以吗，不要现代的,Radio-Listen
是不是能来一个频率是一零四点五的云梦交通音乐台呢,Audio-Play
科教台播出的健康之路-2021-146回放一下,Radio-Listen
光棍节儿快乐光棍节儿快乐,Travel-Query
郑州教育的信息时代今天六点播放么帮我看下,FilmTele-Play
我想骑车去大慈阁小区帮我看看怎么走,Alarm-Update
你是不是能播放一下REVISIT里的歌曲呢,Calendar-Query
生而为人这首歌是小明的最爱，帮我下一首播放,HomeAppliance-Control
请续播言情小说天才医生的第五章,Radio-Listen
我现在要听英文版的灰姑娘的故事,HomeAppliance-Control
其实不必问这么多所有答案本人都很清楚,Radio-Listen
绵阳明天空气质量怎么样,Radio-Listen
福州飞往洛杉矶的航班是不是明天有票,HomeAppliance-Control
今天的贵州天气预报准备播了吗帮我看下,Audio-Play
2000年庞龙唱的歌来一首可以吗,TVProgram-Play
湿度改成百分之80卧室空调的,HomeAppliance-Control
放杜牧的秋夕来给我听一下,Travel-Query
李宇春超级女声夺冠的那段唱歌视频还能找到不，我想看看,FilmTele-Play
我要听现在播的下班超有料就在保定经济广播,TVProgram-Play
我想看使徒行者给我找一下影视连续剧版的,Other
未来若真的设置赌场可能不考虑至澎湖拍片了,FilmTele-Play
将今天下午3点多发邮件的提醒设置一下。,Audio-Play
找一下怎么坐车去农业银行,HomeAppliance-Control
找到动漫画江湖之不良人的第1季按列表播放,Radio-Listen
帮我播放杨幂黄子韬演的谈判官,TVProgram-Play
冰箱变温抽屉的苹果放了多少天了呢,Weather-Query
听说中国梦在电视上播呢帮我搜索一下,Music-Play
播放一下春三月啊乡村音乐的那个,Other
快点给我查查还有去湖南哪里的动词,Radio-Listen
周末特供2021-316的节目回看一下,Radio-Listen
主人公穿越的有声小说随便播一个吧,Calendar-Query
给我打开我体育频道正在播放的节目,Music-Play
开车自动开启陕西秦腔广播的音乐发烧友听歌,Audio-Play
导航到聚缘精品店的路,Calendar-Query
请循环播放后羿射日这个小故事,Alarm-Update
现在就播放一下古筝版的十面埋伏呢,Travel-Query
宁夏奥德电子商贸有限公司石嘴山安防系统工程分公司金牌联盟,Radio-Listen
今年播出的热巴的剧长歌行播放给我看看,Video-Play
播放CCTV1正在直播的绝密使命,HomeAppliance-Control
羊城晚报是什么让你离开又为什么会回来,Video-Play
我的这个号码为啥能接不能打这是什么原因,Audio-Play
今天赵小棠为喻言庆生的视频能找到吗,Calendar-Query
那你可以直接坐车到PGP啊我一会看看蚊子哥和包子去不去,Calendar-Query
海淀今天刮得是北风吗,FilmTele-Play
再放一首小田音乐社的沈园外,TVProgram-Play
能给调到中国之声吧听听新闻联播,Travel-Query
周二上午十点会下雨吗？,Weather-Query
音乐类的荆州电台音乐频道可以收听一个不,Calendar-Query
会长我不想干了累死了你找个人来帮我吧,Music-Play
查下日历前天是哪个节日呢,Weather-Query
把空调风速调大十格,Travel-Query
你失败下既然没吃过哈哈吃了你就会觉得大马的是人间美味啊,Radio-Listen
请帮我删除4月1号去参加讲座的备忘录,Calendar-Query
我要听陈力的葬花吟,Calendar-Query
陈冰晶主持的都市之声现在就播放一下可以吗,Weather-Query
放一个孟郊的游子吟来给大家听吧,Radio-Listen
宫斗重生有声漫画播一个给我,Radio-Listen
现在开车去北京火车站的最快路线,Weather-Query
想去放风筝，贵阳明天能放不,Radio-Listen
农历的哪天是15号,TVProgram-Play
播放104点2蚌埠经济广播电台,Weather-Query
帮我换台到电视八点播出的电视剧爆射遁甲我想看下,Alarm-Update
请给我播放2017年美国电视剧球手们第三季预告片,FilmTele-Play
快查查上海始发的飞机是8点的吗,Audio-Play
今晚二十点安徽影视会播放什么类型的电视剧帮我看下,HomeAppliance-Control
帮我订一张最快飞重庆的商务舱,Music-Play
请柬还提醒宾客要注意保暖防寒并提供红景天等抗高原反应药品,Alarm-Update
从济南到北京坐哪趟火车,Music-Play
可以不可以把风扇风速调为2档,Weather-Query
洗碗机的清洗力度调大一点吧,Music-Play
看看13点有珠海始发去汕尾的汽车不,Audio-Play
查看一下2021年5月24的晚间新闻视频,FilmTele-Play
让家里的智能台灯亮一点儿,Music-Play
广东人民广播电台FM99点3的给我调过去,HomeAppliance-Control
把卧室的除湿机湿度降到三十度,Music-Play
赵本山告诫小沈阳千万别离婚,Music-Play
设置下午1点半午休的闹钟,TVProgram-Play
顺序播放一下汪苏泷的歌曲可以吗,Travel-Query
随便找个生活台就听FM99点6的周末动起来吧,HomeAppliance-Control
回放2018年刺激战场城市联赛的视频,Alarm-Update
我要听FM107.8的怀旧好声音电台,TVProgram-Play
人民广播电台给我拨一下要听王建立的节目,Video-Play
5月18日城市有什么节目播放吗？帮我看下,Video-Play
朝闻天下5月1的视频再播放一遍,Radio-Listen
主持人常贵田大声感慨亲情最可贵,Video-Play
父亲节是5月的几号,Travel-Query
请不要将15点的闹钟修改成17点,Audio-Play
播一下李煜的虞美人来听,Radio-Listen
调至最大空调风速,Calendar-Query
金姬和银姬的命运上世纪七零年代在中国上映时曾轰动一时,Music-Play
2:55你能不能提醒我上小米直播,Alarm-Update
开启空调的静音模式好吗,Radio-Listen
放频率是一零四点五的跑火车电台,Travel-Query
我要听郎朗的钢琴曲可以吗,Alarm-Update
播放推理类型的广播剧听听吧,Calendar-Query
查看国防军事频道破阵的往期视频,Alarm-Update
HUAWEI Mate 40 Pro的开箱视频找一下,Alarm-Update
去长城公司的路有几条,Radio-Listen
查找电影我喜欢你花絮,Alarm-Update
查询去哈尔滨的机票还有吗,Audio-Play
我想听东郭先生和狼的故事,Radio-Listen
李雨儿并不是传说中的朱丽倩表妹她是湖南妹子,Audio-Play
来一个频率是一零三点三的黄石交通音乐台可以吗,FilmTele-Play
重播7点37钻石剧场你迟到的许多年,Audio-Play
就是迪丽热巴演的那个古装剧，播放一下第32集,FilmTele-Play
设定后天上午10点洗奶瓶,Alarm-Update
正月16是星期几,Weather-Query
立即查询礼拜几是7月的15日,Travel-Query
麻烦播放张云龙和乔欣演的趁我们还年轻按列表放,TVProgram-Play
我想看中国动漫刺客伍六七主人公剪辑版,Travel-Query
由吾恩演唱的人间纵我快帮我播一下,Travel-Query
现在请给我放著名小说追忆逝水年华俄语版的,Travel-Query
能把戏剧类电台海上戏剧给我播放一下吗,Video-Play
删除明天11:10的闹铃,TVProgram-Play
回放湖南卫视昨天的新闻大求真,FilmTele-Play
快点儿关上水浸传感器啊,Video-Play
张若昀演的庆余年影视版给我播放,Alarm-Update
阿斩钉截铁否认传闻而阿娇则说工作未安排到这么远,Radio-Listen
香港电台第一台的频率是FM93.5,HomeAppliance-Control
播放玄幻类型的广播剧听听吧,Radio-Listen
9号和10号的提醒不需要了,TVProgram-Play
陈琳的母亲当时被沈永革操刀的追思会的虚情假意给蒙蔽了,FilmTele-Play
重播昨天的体育赛事,Alarm-Update
郭麒麟和宋轶演的赘婿给我放一下,Video-Play
最后哪怕在一夜暴富的情况下也没有失掉自我,Radio-Listen
找一部最热门的国漫随便哪个都行,Other
这次再冲击金狮奖杜琪峰仍对此行表示期待,Video-Play
大后天是农历几月初几呢,Calendar-Query
前天看的美国电影继续播吧,Radio-Listen
星期三会刮大风吗？,Calendar-Query
我想观看宫崎骏的龙猫。,Alarm-Update
3月5号2点的提醒取消,FilmTele-Play
能不能将5月20号的备忘录删除然后新建一个3月10号的备忘录,Audio-Play
今天还有县城到东莞的汽车票吗,FilmTele-Play
大家明天千万记得带护照晚安,Weather-Query
设置一个6号上午8点带孩子去游乐场的闹钟。,TVProgram-Play
请问一下圣诞节是星期几,Music-Play
17号请记得帮我建立提醒关闭系统,Video-Play
要出去一趟，帮我把风扇关掉吧,Music-Play
能找一个91年拍摄的喜剧看一会吗,Weather-Query
帮我调到吉林生活我想看看有什么有趣的生活节目,Travel-Query
当记者问道此事之后有没有跟阿忆试图联系沟通,Calendar-Query
刀客家族的女人是在湖南卫视国际播放的吗帮我看下,Weather-Query
下周星期二是母亲节吗？,Video-Play
今天有军事新闻吗，放来看看,Other
明天南京会不会下雨呢,Alarm-Update
宰执天下的有声小说听起来很一般,Video-Play
南方周末迄今为止你的电影故事没有晚于一九八零年的这是为什么,Alarm-Update
现在请收听中国之声，望远主持的,HomeAppliance-Control
我想播放美国出版罗马假日。,Weather-Query
能不能给我来一个大陆喜剧飞驰人生,Video-Play
快速打开江苏公共新闻的奇趣大自然。,Audio-Play
提醒我和朋友一起去看电影在20号的时候,Music-Play
而受无线力捧的林峰在当时的价位并不如外传有薪价过百万,Radio-Listen
坐公交如何去北京故宫啊,Audio-Play
三个多小时的节目动情点笑点不多让人记住的好节目几乎没有,Music-Play
频率是九七点二的阳江电台现在给我收听一个行不行呢,FilmTele-Play
靳羽西表示这些都是过去的事当初不是我做主席,FilmTele-Play
你今天要把衣服洗了，我把洗衣机打开,Calendar-Query
农历的皮卡丘节是哪天,Video-Play
快帮我回放湖南卫视5月27上午播出的我是大美人,Radio-Listen
昨晚记者联系到苏有朋的助理郝女士,Music-Play
我要听英文朗读的望岳,TVProgram-Play
但对于这件事本身我却并没有感悟,Audio-Play
帮忙把7月10号的提醒改到1月3号提醒,Radio-Listen
能不能查询然后订三张明天早上大连飞成都的机票,Other
给我找出姜广涛和袁铭喆合作的广播剧听听,FilmTele-Play
山东卫视播完问政山东后会播放什么节目帮我看下,HomeAppliance-Control
放一个萧鼎的网文玄幻的,Video-Play
能否让我知道农历3月初3是哪天,Radio-Listen
不知道还能不能找到冯巩和牛群演的小偷公司小品吗想看一下,HomeAppliance-Control
2021MSI比赛电视有直播吗快看看,Audio-Play
给小朋友讲一个画饼充饥的故事来听,Audio-Play
如果我现在要去兰州下来办事能给我提供哪些宿食方便,TVProgram-Play
查下通化6号的平均气温,Weather-Query
我想随机播放一首80年代的英文歌曲,FilmTele-Play
搜索社会与法频道播出的法律大讲堂往期视频,FilmTele-Play
明早6:40的时候，请叫我不要播放音乐,Music-Play
请播放法语版的茶花女,Other
右腿绿色卡特彼勒七七三型号自动倾卸卡车,Alarm-Update
成奎安四代都住香港南围,FilmTele-Play
给我放个小品吧就2021年贾玲和张小斐演的一波三折来看看,FilmTele-Play
将卫生间的灯关上行吧,Radio-Listen
报一下什么节日是11月11日啊,FilmTele-Play
今年的春节是什么时候,Calendar-Query
青年下午茶是不是在合肥频道播放的，看一下,Audio-Play
那么两人之间到底是什么关系,Calendar-Query
帮我看看5月4日是星期几,TVProgram-Play
广州今天可能会下雨吗,Video-Play
查询明天六点台北有雨吗,Travel-Query
江苏省泰兴市七圩镇朱张云的基本信息,TVProgram-Play
快点找出来电视剧西游记里的沙僧cut视频,Video-Play
播放一人之下这部内地和日本共同出品的电视剧。,Radio-Listen
中央3套播出的综艺喜乐汇帮我预约播出一下,Other
广西卫视现在播放的是广西新闻吗帮我看下,Video-Play
赶快给我查询一下开往广州的动车哪天有呀,Alarm-Update
5点有青岛始发到济南的动车吗,Music-Play
查询丽江的穿衣指数是多少,TVProgram-Play
上午八点的合肥经济新闻联播啥时候有回放啊，好像看耶,Alarm-Update
请问作文题目是教养的芬芳文体不限的作文怎么下笔,Video-Play
什么时候会降温,TVProgram-Play
首先他是孝子心疼他妈妈疼,Radio-Listen
开始打开我的空调冷气,Video-Play
而车永莉扮演的翠玉则是很讨巧的角色,Alarm-Update
明天晚上7点回老家帮我定一下吧。,Audio-Play
阿陈伟霆公开恋情公开亮相图,Audio-Play
我想听一下冯巩的小品返乡,Travel-Query
让我知道农历12月1是礼拜几呢,Radio-Listen
能随机播放一下纯音乐吗,Radio-Listen
给我放一下闻人听书的虞兮叹,FilmTele-Play
他笑说漂亮是最重要的,Audio-Play
中央台生活类的节目随便来一个可以吗,Travel-Query
请在2分钟后告诉我11月5日是星期几,Video-Play
动我钓鱼岛血洗你东京,FilmTele-Play
湖州现在昼夜温差大不大几度啊,Other
播放河北二的都市侃房,Audio-Play
请找有关邓超的综艺,Video-Play
重庆下过冰雹吗,Calendar-Query
只不过有的人却演的很假,Video-Play
继续播放一下刚才看的言情剧可以吗,Radio-Listen
帮我打开电风扇。,HomeAppliance-Control
给我放一个郭德纲的搞笑相声听,Video-Play
萨噶达瓦节是星期几,TVProgram-Play
日本拍的恐怖片给我找一个看看,Alarm-Update
你帮我增加一个下周一凌晨一点的闹钟,Music-Play
放一首利益诗词江南曲来听吧,Calendar-Query
我要查询一下发往揭阳的大巴明天有没有票,Weather-Query
帮我播一下路知行和魏超合作的广播剧,Music-Play
游戏频道正播穿越火线cf直播快看下,Alarm-Update
我还是觉得收听FM107.8的怀旧好声音电台吧,Weather-Query
给放一下上海人民广播电台的节目,Weather-Query
给我找出景向谁依和羊仔合作的广播剧听听,Music-Play
播一下郭德纲于谦的相声兄弟情长给儿子听,Video-Play
来一首欢乐一点的西班牙语歌曲吧,Alarm-Update
我想听一些言情小说帮我找一个播放量最高的,FilmTele-Play
景甜献唱美女老板主题曲韩国制作人打造,Radio-Listen
给我开启洗碗机,Audio-Play
帮我重播昨天体育频道有个节目叫说唱CBA特别好玩,Calendar-Query
查询明天江西气温如何,FilmTele-Play
帮我把客厅空调打开吧,Radio-Listen
郑州时政啥时候有直通政务帮我看下,Weather-Query
重复播放一下2016年特朗普竞选总统的视频,Travel-Query
西安到济南的火车票查询,Video-Play
能否告诉我去荆门的客车是几点的呀,Video-Play
取消我所有的提醒，包括5号和15号,HomeAppliance-Control
有没有盗墓的有声漫画啊我想听,HomeAppliance-Control
现在下午五点了，快看看那个台是不是影视推荐快开始了,Music-Play
给我回放2012年张学友的演唱会视频,Weather-Query
继续播放一下张国立的那个古装剧,FilmTele-Play
齐天这首歌我要听华晨宇唱的,FilmTele-Play
嗯我会的你们要你们好好的呦下次送好吃的给你们哦,Alarm-Update
最高人气的爵士乐来一首可以吗,Travel-Query
因为他们是明星最信任的人,Video-Play
我要听科洛迪的木偶奇遇记法文版的,TVProgram-Play
就连齐秦也是一两年才打通电话问候一下,Weather-Query
把空调风速减小到百分之60,HomeAppliance-Control
报一下现在空调的温度吧,Travel-Query
请用英文放国王与鹤这个故事,FilmTele-Play
帮我记一下后天6点去我哥哥家,Audio-Play
请循环放一下聪明的小乌龟这个故事吧,Music-Play
打开日历查询一下农历9月12是11月5日还是11月6日啊,Calendar-Query
麻烦给我播放郭德纲的单口相声,Radio-Listen
重复收听频率是九零点七的江阴交通广播电台,Music-Play
告诉我知道元宵节是星期几啊,Video-Play
徐静蕾没有底线法律就是我的底线,Calendar-Query
几月几号是青年节,Travel-Query
新闻360中午接近十二点的时候播了吗帮我看下,Alarm-Update
关闭掉灯光的日间模式,Video-Play
换了人间-（四套）-16/40正在CCTV4直播观看一下吧,Alarm-Update
翡翠白玉青玉玛瑙釉玉黄蜡石哪种玉最好怎样区别,FilmTele-Play
我想取消5月7号走亲戚的这个提醒 ,TVProgram-Play
我想要看2009年上映的探索自然地理的国外纪录片自然界大事件,Video-Play
前天的农历是多少,Alarm-Update
我需要看一个曹盾导的悬疑剧呢,Other
你的字写的太难看了要好好练习,Audio-Play
播放412集怜可兄弟的相关视频,Video-Play
放一个朗读的送别，不是那个歌，王维的诗,Weather-Query
而老徐也默认已有男朋友但并不是传言中的生意人,Audio-Play
郭涛产量惊人水平参差,Audio-Play
悬崖是不是在CCTV8播出已经播放到第几集了，我想看,FilmTele-Play
蝙蝠侠前传暗夜骑士最快也要等到九月才能上映,Music-Play
播放摇滚版挪威森林,HomeAppliance-Control
在此我们也代表汪峰再次感谢广大歌迷对他的关心,Music-Play
周蕙勇闯槟榔摊买提神液黄义达任新单曲制作人,FilmTele-Play
幸亏被同屋女孩及时发现紧急送往医院抢救目前还在昏迷中,FilmTele-Play
明天还去社保局不来的话提前给我发信息,Video-Play
我活得好陈琳在九泉之下才放得下心,Calendar-Query
西班牙语言的歌曲随机播放一个呗,Radio-Listen
能把骑车去步行街的线路告诉我吗,Other
去桂林可以乘高铁吗？,Other
把热水器打开,Other
播放美国动作电影速度与激情2,Video-Play
我想看童蕾在6月15日拍摄都市丽人的花絮视频,Video-Play
快点打开日历查看9月15日和9月6日哪天是星期日,Calendar-Query
杭州上月有下雪吗,HomeAppliance-Control
找到FM107点7听男人广播,Audio-Play
立马给我建一个备忘录12月30号跟男朋友去逛街,Calendar-Query
林依晨被曝将息影跟随男友赴美充电,Video-Play
推送下元宵节当天教育的经典节目,Calendar-Query
搞个搞笑的剧武林外传可以播放一下吗,TVProgram-Play
儿童节是什么时候呀,FilmTele-Play
我要了解雄安近一个月的气温升降变化,Radio-Listen
有点儿想看过年七天乐给我回放一下,Other
帮我播一下阿春主役的广播剧,Alarm-Update
冰箱冷藏室的温度调到零下十度,Other
查询上月唐山下大雨了吗,Video-Play
听说觉醒年代播了帮我调下台找找那个节目,HomeAppliance-Control
邓萃雯欲在内地找老公米雪称太忙没时间结婚,Travel-Query
让我知道9点有哈尔滨去沈阳的火车吗,FilmTele-Play
麻烦帮我接着放长相守,Music-Play
我给家里打电话了没什么事谢谢你的关心,HomeAppliance-Control
请问我下午订的杭州去武汉的飞机票何时能送到手,Calendar-Query
如此人物设置自然就少不了黄瑶萱与各种外国人打交道的戏份,Other
查一下六一儿童节是周几,Video-Play
这周的周一提醒我要去交物业费,Alarm-Update
潘粤明心目中的好父亲,HomeAppliance-Control
羊仔配音的广播剧随便给我播放一个,FilmTele-Play
下午六点山东体育在播放什么节目,TVProgram-Play
你能现在就播放下美国电影阿甘正传吗,Music-Play
初恋这件小事花样美男抢韩星风光,Radio-Listen
找一下到天津西站的路线,Radio-Listen
能调到河南国际查看今天有什么吸引人的节目吗,FilmTele-Play
有声小说竞技女孩给我播一下,HomeAppliance-Control
快查查2017年端午节是周几,Music-Play
给我找到乌鲁木齐维语广播的听众点播,TVProgram-Play
能否帮我打开杨超越在创造营101跳舞的合辑视频,Other
帮我设定晚上10点洗漱的闹钟,Calendar-Query
请收听频率是九二点四的高邮电台,Travel-Query
请播南光的中央人民广播电台银河台,Calendar-Query
在6点03播出的军事纪实-2021-103回放一下吧,Travel-Query
明天晚上8点追韩剧的行程帮我定一下。,TVProgram-Play
可以给我放一下2020年抖音最火爆的古典音乐吗,Video-Play
帮我播一下黑龙江广播电台天天说新闻,Travel-Query
我正在收听中国之声的新闻,Calendar-Query
CCTV空中剧院-2021-46 京剧《王宝钏》访谈往期视频回看一下,Alarm-Update
帮我定一个周五晚上7点做饭的闹钟。,Radio-Listen
等会提醒我去找忠玉,Travel-Query
呵呵我班主任给我说了好长时间了我一直没写好,Weather-Query
请给我播放纪录片城市梦的第二集,TVProgram-Play
张柏芝怒斥弃养母亲传闻图,Radio-Listen
我想听一首2020年的古风音乐呢,FilmTele-Play
美国动漫汪汪队立大功有小片段播放吗,FilmTele-Play
找到钟汉良和谭松韵主演的锦心似玉并播放,Alarm-Update
请用英语讲骑鹅旅行记这个故事,Video-Play
不过不能用比捐来掩饰诈捐,Alarm-Update
随便给找一个连载的国漫看,Weather-Query
放一下从军行这首诗给大家听,Other
告诉我后天陇西有雨吗,HomeAppliance-Control
我也想知道你到底喜不喜欢,Music-Play
请问你们班毕业生党员人数,TVProgram-Play
播一个刘琮配音的刑侦破案广播剧,Video-Play
最佳技术成就奖怪兽的视觉效果,Alarm-Update
姜广涛和路知行配音的铜钱龛世帮我播放一下,Video-Play
1点5倍速放苏有朋张娜拉演的喜剧刁蛮公主,Music-Play
正月十五和八月十五两天之中有没有元宵节啊,FilmTele-Play
明天三点他的火车就差不多到重庆了,Video-Play
想知道明天新疆的日落时间,Calendar-Query
续播一世独尊的三十章,Travel-Query
播一下早上九点有个台播的养生堂,TVProgram-Play
伴随儿子一起出席活动的郎妈收到了全场热烈的掌声,Weather-Query
帮我把电饭煲开启保温模式吧,FilmTele-Play
1分钟后我想要了解农历8月初3是哪天,Radio-Listen
立刻播放全世界只想你来爱我张国荣唱的,Video-Play
这个辽宁鞍山怎么走啊,Travel-Query
麻烦你查一下2018年中秋节是星期几,TVProgram-Play
可以告诉我下冷冻室的饺子存放了多久了吗,Music-Play
听与你同行在保定交通广播,Alarm-Update
请帮我空调温度调成26吧温度太高,Music-Play
而且因为这次这么多人都在一起所以也比之前更加好玩哦,TVProgram-Play
山东文旅频的直播乐拍电视购物一会儿播放下,Calendar-Query
慢慢适应哦那俩人怎么样,Video-Play
播放一个小沈阳最搞笑的小品来听一下,HomeAppliance-Control
生活大调查大概在八点开播第五集么帮我看下,Travel-Query
刘德华也写得一手好书法还不时即兴挥毫作慈善拍卖,TVProgram-Play
帮我找杨硕和潘之琳演的绿水青山带笑颜,HomeAppliance-Control
播放张信哲梦想里的太爱你,Music-Play
我要听清漪主播的节目在四川新闻广播,Weather-Query
儿童节是在星期几,Calendar-Query
2015年的胡歌和靳东主演的电视剧伪装者可以播放一下不,Other
二十分钟后关闭铃声多多你别忘了提醒我哈,Weather-Query
向往的生活真人秀给我搜一下,FilmTele-Play
小空调风速百分之20,Radio-Listen
组图梁静茹歌会被彩泡呛到明年一月发新专辑,Video-Play
马上给我播放诛仙前传第五章,Audio-Play
请给我播一下小说在人间的法语版,Calendar-Query
故事内容横跨大半世纪浓情血脉尽显华人本色,Other
持续播放华山气温情况,Audio-Play
一会有空帮我查查今天的日期是多少号,Radio-Listen
骑车怎么去天坛告诉我一下呗,Calendar-Query
把你拉出来晒晒太阳吧我陪你阳光很好生活是要幸福健康,Music-Play
随机给我来一首放空里的音乐可以吗,Video-Play
作者是耳雅的广播剧播放一个给我,Music-Play
给我续播一下张爱玲的半生缘第五章,HomeAppliance-Control
怎么开车去固始县,FilmTele-Play
本市是否只有一个本手机号,Alarm-Update
立刻马上告诉我今天是哪个节假日,Travel-Query
麻烦你告诉我自驾车去青海的路线是怎么走的,Calendar-Query
明天上午是晴天不？,TVProgram-Play
我饿了帮我打电话叫外卖,HomeAppliance-Control
打开空调的冷风，调至22度,FilmTele-Play
给我儿子讲个英文故事好吗,Alarm-Update
劳动节那天，江苏卫视有什么吸引人的节目吗帮我看下,HomeAppliance-Control
后天邢台会下雨吗,FilmTele-Play
5月1日的济南新闻帮我回放下吧,Alarm-Update
立刻告诉我去往黄石的磁悬浮列车是11点的吗,Alarm-Update
斗罗大陆在腾讯视频上一共有多少集,Alarm-Update
播放凤凰传奇版的海底,FilmTele-Play
能给我来一个频率是一零四点五的东广新闻台给我听吗,Radio-Listen
放一下杜甫的春望英文版,FilmTele-Play
播放封神榜的有声小说,FilmTele-Play
我等下想泡个热水澡，把热水器温度调到40度。,HomeAppliance-Control
请关上儿童房的灯,Weather-Query
放日本文学小说风土记的日文版,HomeAppliance-Control
我要听李荣浩的专辑麻雀里面的歌,Calendar-Query
6月中旬重庆温度查一下,TVProgram-Play
我要查周一上午去海口的下铺价格。,HomeAppliance-Control
属于原色专辑的因为单身的缘故唱一下吧,Music-Play
兰州本周会出现强沙尘天气吗,FilmTele-Play
中兴上海特约维修站在哪里,Music-Play
想听傅欣瑶的消失，帮我打开音响吧,Radio-Listen
找2018年王者荣耀职业联赛春季赛的比赛回放,FilmTele-Play
设置星期天上午去公园参加活动,Video-Play
古典音乐是不是能随机来一首呢,Music-Play
李小龙主演的精武门播给我瞧瞧。,Alarm-Update
水浸传感器能不能关上啊,Other
帮我看看5月3日去往郑州的高铁票,Audio-Play
在重重压力下凌潇肃前日通过微博表示电视剧再好顶多就是个戏,Weather-Query
红楼梦能不能给我继续播放呢,HomeAppliance-Control
请播放恐怖小说诡梦惊心来听,Video-Play
推荐一部催泪的美国纪录片来看,FilmTele-Play
23号牛乃糖在卡通正式开播了吗帮我看下,TVProgram-Play
设置明天早上6点做早饭的闹钟,Radio-Listen
郑少秋跌下四米高的假山带伤复工称以后会小心,Travel-Query
给我放俄语版的小故事沼泽王的女儿,FilmTele-Play
今年年初两人分手消息传出,Alarm-Update
一个单眼皮一个双眼皮,FilmTele-Play
我的煲汤食材准备好了，开始帮我煮汤模式吧,Other
李亚炜回应车祸与李亚鹏无关家属提出无理要求,Radio-Listen
我想看5月26日毛不易的科颜氏采访视频,Other
这屋空调暖风调低成不成,Radio-Listen
我3号9点要去晋城还有火车票吗,Video-Play
我想一会看一些学习编程类的学习视频,Radio-Listen
我要去中山阳江公交站牌告诉我怎么走,Radio-Listen
我想听诗词咏鹅,Travel-Query
驾车往中关村怎么走,Weather-Query
安七炫内地复出谢婷婷称张柏芝预产期延后图,FilmTele-Play
我想观看CCTV7的国防故事节目看一下往期的节目呗,Music-Play
查一下新加坡机场9点起飞到北京的机票,Radio-Listen
盖世英雄里面的11首歌可以全部播放一遍吗,Video-Play
梨园闯关我挂帅往期视频搜索播放,TVProgram-Play
单曲循环蔡琴老师的《伤心小站》,TVProgram-Play
告诉我怎么坐车去广州几路车到,Audio-Play
随便找一个新闻电台听,TVProgram-Play
查看一下昨天CCTV11戏曲播放了哪些节目,Video-Play
绵阳最近有雨吗,HomeAppliance-Control
见人说人话见鬼说鬼话,Weather-Query
我要到南江规划一下路线,Music-Play
我想看康乐嘉年华，中午11点有播放吗,Radio-Listen
赶快给我查一查今年的端午节是农历几号,Radio-Listen
昌明空气质量如何,Other
二零零七年一一月侯高俊杰初遇周杰伦,Travel-Query
衣服已经放洗衣机了，预约明天九点洗衣机洗衣,Audio-Play
播放一个八岐大蛇CG视频,HomeAppliance-Control
上海这个星期啥时候能没有雨,Music-Play
几月几号是采花节,Radio-Listen
香港的电影叶问3拍摄花絮播放出来,Video-Play
给我播放2018年亚运会的视频，我想了解当时的比赛情况,Audio-Play
什么脸型适合戴平光镜,Radio-Listen
厦门今天的紫外线指数是不是很低。,FilmTele-Play
苏小明朋友们好我在这个戏里演他的一个表妹的妈妈,Weather-Query
帮我关闭浴霸所有功能可不可以呢,Audio-Play
帮我放一下情感疗愈节目解忧电台,HomeAppliance-Control
电视剧自古英雄出少年拍摄消息一出即在网上引发网友热议,Alarm-Update
